,word,Sad,Anx,Anger,Hate,Trustful,S,Happy
85,野良,0.005682159438102595,0.0,0.0,0.0,0.0,0.011795815249379124,0.0
86,猫,0.05111122358918138,0.0,0.0,0.0031739694695607336,0.008734564981529653,0.018724195094216224,0.014545313278284563
87,交通,0.014844924479027724,0.00880988739635353,0.016051705667062207,0.007835800769537967,0.007187877478578016,0.005136192453271172,0.0
88,事故,0.03238441648233321,0.02162125822096058,0.01969707769806785,0.008546956097749194,0.00784022910386336,0.02310964793294988,0.0019584018562521293
89,去年,0.005682159438102595,0.00505821214064101,0.0,0.0,0.0,0.0,0.0
90,急だ,0.024052340512555948,0.005352799499764997,0.006501903917681479,0.0,0.0029115216605098844,0.015603495911846853,0.0
91,飼う,0.05690554383627294,0.0022024718490883826,0.0,0.0026119335898459888,0.0047919183190520106,0.007704288679906758,0.00478787117402767
92,親子,0.00731626681591354,0.0,0.0,0.0038618457929693144,0.0177125958261584,0.0,0.0035395272342640346
93,関係,0.006072078090437476,0.007207086073653527,0.01969707769806785,0.044871519513183265,0.0392011455193168,0.004201754169627251,0.003916803712504259
94,失敗,0.02474154079837954,0.02863213403814897,0.016051705667062207,0.0026119335898459888,0.011979795797630026,0.002568096226635586,0.0
95,病気,0.0643280060757868,0.08149145841627015,0.008025852833531104,0.0052238671796919775,0.023959591595260052,0.02568096226635586,0.0
96,悪気,0.00365813340795677,0.0032564406222276286,0.003955512258639333,0.0,0.0,0.0037970305398759368,0.0
97,全く,0.002474154079837954,0.004404943698176765,0.01872698994490591,0.0026119335898459888,0.0047919183190520106,0.007704288679906758,0.0
98,嫌味だ,0.0030065425640694934,0.0026763997498824984,0.006501903917681479,0.0031739694695607336,0.0,0.0031206991823693707,0.0
99,誤解,0.00365813340795677,0.006512881244455257,0.007911024517278665,0.0,0.0,0.0037970305398759368,0.0
100,親族,0.02926506726365416,0.0,0.011866536775917999,0.011585537378907945,0.0,0.0,0.0035395272342640346
101,うんこ,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
102,漏らす,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
103,苛め,0.015032712820347467,0.005352799499764997,0.039011423506088876,0.06030541992165394,0.0029115216605098844,0.0,0.0
104,婆ちゃん,0.07197088175974047,0.0,0.009727696933035814,0.0,0.0,0.004668973311449212,0.0
105,パニック,0.004498180109983779,0.012012730102505293,0.004863848466517907,0.0,0.0,0.0,0.0
106,障害,0.017319078558865678,0.011012359245441911,0.008025852833531104,0.0052238671796919775,0.0047919183190520106,0.005136192453271172,0.0
107,鳴る,0.07286493708524971,0.11170983414162967,0.032828462830113085,0.044871519513183265,0.029400859139487596,0.05882455837478151,0.023500822275025552
108,まともだ,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
109,送れる,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
110,相次ぐ,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
111,ペット,0.18182910201928304,0.0,0.0,0.0,0.0,0.0,0.005497929090516164
112,大好きだ,0.039586465277407265,0.0022024718490883826,0.002675284277843701,0.0,0.0023959591595260053,0.002568096226635586,0.016757549109096846
113,共に,0.012026170256277974,0.0,0.006501903917681479,0.0,0.014557608302549423,0.0031206991823693707,0.0029090626556569125
114,早い,0.00731626681591354,0.0032564406222276286,0.0,0.0038618457929693144,0.0,0.0075940610797518735,0.0
115,恋人,0.014168182211020777,0.0018017715184133819,0.008754256754696823,0.006410217073311895,0.00392011455193168,0.0021008770848136254,0.019584018562521295
116,別れ,0.15743630384943227,0.012012730102505293,0.004863848466517907,0.0,0.0,0.0,0.0
117,味方,0.004498180109983779,0.0,0.004863848466517907,0.0,0.034848131483934765,0.0,0.0
118,鋳る,0.006072078090437476,0.025224801257787345,0.03501702701878729,0.04914499756205786,0.04900143189914599,0.02731140210257713,0.027417625987529812
119,孤独だ,0.004498180109983779,0.024025460205010587,0.0,0.0,0.0,0.009337946622898424,0.0
120,感,0.002474154079837954,0.004404943698176765,0.0,0.16716374975014328,0.15094542705013833,0.005136192453271172,0.00957574234805534
121,味わう,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
122,有る,0.03845649457277068,0.04504428796033454,0.06784548984890038,0.05769195365980705,0.08820257741846278,0.06302631254440877,0.023500822275025552
123,母,0.06679285899481223,0.007207086073653527,0.010942820943371028,0.008546956097749194,0.029400859139487596,0.008403508339254502,0.0019584018562521293
124,職,0.0030065425640694934,0.005352799499764997,0.0032509519588407396,0.0031739694695607336,0.0029115216605098844,0.0,0.0
125,時期,0.00365813340795677,0.016282203111138142,0.007911024517278665,0.0,0.010627557495695042,0.0,0.0
126,失う,0.02926506726365416,0.009769321866682888,0.003955512258639333,0.0038618457929693144,0.0,0.0,0.0
127,最愛だ,0.01136431887620519,0.0,0.0,0.0,0.00550257644119752,0.0,0.0
128,今年,0.005682159438102595,0.0,0.0,0.0,0.0,0.0,0.005497929090516164
129,合格,0.008096104120583302,0.03603543036826764,0.004377128377348411,0.0021367390244372985,0.00784022910386336,0.05462280420515426,0.0019584018562521293
130,仕事,0.020240260301458254,0.13693463539941703,0.12037103037708131,0.06623890975755625,0.18032526938885726,0.02310964793294988,0.054835251975059625
131,独りぼっち,0.004498180109983779,0.0040042433675017645,0.0,0.0,0.004356016435491846,0.0,0.0
132,療養,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
133,付き合う,0.010120130150729127,0.0018017715184133819,0.0065656925660226165,0.008546956097749194,0.00196005727596584,0.008403508339254502,0.007833607425008517
134,彼氏,0.010120130150729127,0.01081062911048029,0.008754256754696823,0.0021367390244372985,0.00196005727596584,0.006302631254440877,0.009792009281260648
135,振る,0.021948800447740623,0.0032564406222276286,0.011866536775917999,0.0038618457929693144,0.0,0.0,0.0
136,子供,0.06476883296466641,0.08107971832860218,0.05252554052818093,0.027777607317684878,0.04116120279528263,0.1911798147180399,0.1547137466439182
137,降ろす,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
138,初恋,0.015412370936496842,0.0,0.0,0.0,0.0,0.0,0.0
139,人,0.10120130150729126,0.02162125822096058,0.12037103037708131,0.3589721561054661,0.12152355110988207,0.13025437925844477,0.06071045754381601
140,思い,0.01136431887620519,0.0,0.0,0.0,0.00550257644119752,0.0,0.0
141,結局,0.01136431887620519,0.0,0.0,0.0,0.0,0.005897907624689562,0.0
142,色々,0.002474154079837954,0.0022024718490883826,0.002675284277843701,0.0,0.0047919183190520106,0.002568096226635586,0.007181806761041505
143,一緒だ,0.010120130150729127,0.0018017715184133819,0.0021885641886742056,0.014957173171061088,0.023520687311590075,0.008403508339254502,0.045043242693798974
144,鳴れる,0.0020240260301458255,0.0018017715184133819,0.0021885641886742056,0.0021367390244372985,0.00196005727596584,0.004201754169627251,0.003916803712504259
145,飼い犬,0.028410797190512975,0.0,0.012288152894627076,0.0,0.0,0.0,0.0
146,無理解だ,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
147,中退,0.008996360219967558,0.0040042433675017645,0.004863848466517907,0.0,0.0,0.0,0.0
148,追う,0.002474154079837954,0.004404943698176765,0.008025852833531104,0.007835800769537967,0.0023959591595260053,0.002568096226635586,0.0
149,込む,0.004048052060291651,0.0036035430368267637,0.01969707769806785,0.01282043414662379,0.011760343655795038,0.004201754169627251,0.0019584018562521293
150,母親,0.03440844251247903,0.012612400628893673,0.021885641886742056,0.01282043414662379,0.017640515483692557,0.006302631254440877,0.0019584018562521293
151,私立,0.005682159438102595,0.0,0.0,0.0,0.0,0.005897907624689562,0.0
152,恵比須,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
153,中学,0.007422462239513862,0.0,0.005350568555687402,0.015671601539075933,0.0023959591595260053,0.005136192453271172,0.00478787117402767
154,愛する,0.010974400223870312,0.0032564406222276286,0.0,0.0,0.0035425191652316804,0.0,0.0035395272342640346
155,逝去,0.023118556404745264,0.0,0.0,0.0,0.0,0.0,0.0
156,発症,0.00365813340795677,0.0032564406222276286,0.003955512258639333,0.0,0.0,0.0037970305398759368,0.0
157,部活,0.007422462239513862,0.0,0.016051705667062207,0.0026119335898459888,0.014375754957156033,0.002568096226635586,0.00957574234805534
158,チームメート,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
159,全国,0.005682159438102595,0.00505821214064101,0.0,0.0,0.0,0.0,0.0
160,大会,0.008996360219967558,0.0,0.0,0.0,0.004356016435491846,0.0,0.004352337443265964
161,目指す,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
162,戦う,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
163,負ける,0.01136431887620519,0.0,0.012288152894627076,0.0,0.0,0.0,0.0
164,もう,0.006013085128138987,0.005352799499764997,0.0032509519588407396,0.0031739694695607336,0.0,0.0031206991823693707,0.0
165,皆,0.004048052060291651,0.0018017715184133819,0.0021885641886742056,0.006410217073311895,0.00784022910386336,0.008403508339254502,0.02937602784378194
166,試合,0.002474154079837954,0.0022024718490883826,0.002675284277843701,0.0026119335898459888,0.0047919183190520106,0.0,0.00478787117402767
167,思う,0.010120130150729127,0.032431887331440874,0.02407420607541626,0.02564086829324758,0.04704137462318015,0.07353069796847689,0.011750411137512776
168,辛い,0.00731626681591354,0.0032564406222276286,0.0,0.007723691585938629,0.0177125958261584,0.0,0.0
169,中古,0.015412370936496842,0.0,0.0,0.0,0.0,0.0,0.0
170,車,0.010120130150729127,0.0036035430368267637,0.04377128377348411,0.006410217073311895,0.005880171827897519,0.014706139593695378,0.015667214850017035
171,購入,0.00901962769220848,0.005352799499764997,0.0032509519588407396,0.0,0.0029115216605098844,0.0,0.0029090626556569125
172,その後,0.0030065425640694934,0.005352799499764997,0.009752855876522219,0.0031739694695607336,0.0,0.0031206991823693707,0.0
173,良い,0.016192208241166604,0.019819486702547198,0.01969707769806785,0.017093912195498388,0.05488160372704351,0.03361403335701801,0.015667214850017035
174,条件,0.004498180109983779,0.0,0.004863848466517907,0.0,0.004356016435491846,0.0,0.0
175,販売,0.00365813340795677,0.0,0.0,0.011585537378907945,0.0035425191652316804,0.0,0.0035395272342640346
176,進級,0.005682159438102595,0.01011642428128202,0.0,0.0,0.0,0.0,0.0
177,テスト,0.004498180109983779,0.012012730102505293,0.0,0.0,0.0,0.014006919934347635,0.0
178,留年,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
179,確定,0.004498180109983779,0.0,0.0,0.0,0.0,0.004668973311449212,0.004352337443265964
180,身近だ,0.012026170256277974,0.0,0.006501903917681479,0.006347938939121467,0.0029115216605098844,0.009362097547108112,0.0
181,葬式,0.04623711280949053,0.0,0.0,0.0,0.0,0.0,0.0
182,貧困だ,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
183,分かる,0.020240260301458254,0.04324251644192116,0.017508513509393645,0.02564086829324758,0.025480744587555917,0.02731140210257713,0.005875205568756388
184,暴言,0.00365813340795677,0.0032564406222276286,0.023733073551835997,0.011585537378907945,0.0,0.0,0.0
185,マイナスだ,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
186,発言,0.00365813340795677,0.0032564406222276286,0.003955512258639333,0.007723691585938629,0.0,0.0,0.0
187,生まれる,0.00901962769220848,0.01605839849929499,0.0,0.0,0.008734564981529653,0.021844894276585595,0.014545313278284563
188,対する,0.002474154079837954,0.013214831094530295,0.04815511700118662,0.06529833974614972,0.04073130571194209,0.002568096226635586,0.0
189,ストレス,0.00365813340795677,0.0032564406222276286,0.007911024517278665,0.0,0.0,0.0,0.0035395272342640346
190,募る,0.005682159438102595,0.00505821214064101,0.0,0.0,0.0,0.0,0.0
191,愚痴,0.005682159438102595,0.0,0.0,0.005998584817406612,0.0,0.0,0.0
192,不和だ,0.004498180109983779,0.0,0.009727696933035814,0.004748672614283287,0.0,0.0,0.0
193,小学生,0.01237077039918977,0.0,0.008025852833531104,0.007835800769537967,0.0023959591595260053,0.010272384906542344,0.002393935587013835
194,借金,0.007422462239513862,0.015417302943618677,0.01872698994490591,0.007835800769537967,0.0047919183190520106,0.005136192453271172,0.0
195,発覚,0.010974400223870312,0.0032564406222276286,0.007911024517278665,0.0,0.0,0.0075940610797518735,0.0
196,きっかけ,0.005682159438102595,0.0,0.0,0.0,0.0,0.005897907624689562,0.0
197,母方,0.028410797190512975,0.0,0.0,0.0,0.0,0.0,0.005497929090516164
198,暮らす,0.00731626681591354,0.009769321866682888,0.0,0.0,0.0,0.0037970305398759368,0.007079054468528069
199,あなた,0.10727337959772874,0.09008857592066909,0.10942820943371027,0.10683695122186491,0.09996292107425783,0.10504385424068127,0.09792009281260647
200,思惟,0.009896616319351816,0.0022024718490883826,0.005350568555687402,0.0052238671796919775,0.0023959591595260053,0.01284048113317793,0.0
201,友達,0.03643246854262486,0.0036035430368267637,0.05252554052818093,0.03846130243987137,0.10192297835022367,0.05672368128996789,0.06071045754381601
202,大切だ,0.02560693385569739,0.0,0.003955512258639333,0.0,0.014170076660926722,0.011391091619627812,0.0
203,同時に,0.008996360219967558,0.0,0.004863848466517907,0.0,0.0,0.004668973311449212,0.0
204,阪神,0.004498180109983779,0.0040042433675017645,0.0,0.0,0.0,0.014006919934347635,0.0
205,故郷,0.005682159438102595,0.00505821214064101,0.0,0.0,0.0,0.0,0.0
206,被災,0.005682159438102595,0.0,0.0,0.0,0.0,0.005897907624689562,0.0
207,資格,0.006013085128138987,0.013381998749412493,0.0032509519588407396,0.0,0.0029115216605098844,0.006241398364738741,0.0
208,知り合い,0.004948308159675908,0.0,0.002675284277843701,0.013059667949229943,0.0047919183190520106,0.028249058492991447,0.002393935587013835
209,世話,0.008996360219967558,0.0040042433675017645,0.0,0.0,0.004356016435491846,0.0,0.0
210,方,0.00901962769220848,0.005352799499764997,0.006501903917681479,0.012695877878242934,0.017469129963059306,0.0,0.0
211,勉強,0.004498180109983779,0.012012730102505293,0.0,0.0,0.004356016435491846,0.0,0.0
212,咎める,0.005682159438102595,0.0,0.006144076447313538,0.0,0.0,0.0,0.0
213,断つ,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
214,嘘,0.007422462239513862,0.0,0.050830401279030324,0.03656707025784385,0.0047919183190520106,0.002568096226635586,0.002393935587013835
215,言い触らす,0.005682159438102595,0.0,0.006144076447313538,0.0,0.0,0.0,0.0
216,偶々,0.004498180109983779,0.0,0.0,0.004748672614283287,0.004356016435491846,0.0,0.0
217,定休日,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
218,他界,0.04498180109983779,0.0,0.0,0.0,0.004356016435491846,0.004668973311449212,0.0
219,嬉しい,0.00365813340795677,0.0,0.0,0.0,0.007085038330463361,0.0075940610797518735,0.010618581702792104
220,主人,0.010120130150729127,0.00900885759206691,0.017508513509393645,0.008546956097749194,0.027440801863521755,0.006302631254440877,0.007833607425008517
221,珍しい,0.005682159438102595,0.0,0.0,0.0,0.0,0.005897907624689562,0.0
222,最近,0.008096104120583302,0.0018017715184133819,0.0021885641886742056,0.0021367390244372985,0.00392011455193168,0.012605262508881753,0.007833607425008517
223,最も,0.10727337959772874,0.09008857592066909,0.10942820943371027,0.10683695122186491,0.09800286379829198,0.1071447313254949,0.10183689652511073
224,慕う,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
225,親戚,0.027215694878217494,0.0022024718490883826,0.002675284277843701,0.0026119335898459888,0.0,0.005136192453271172,0.002393935587013835
226,伯母,0.03292320067161093,0.0,0.01582204903455733,0.011585537378907945,0.0035425191652316804,0.0,0.0
227,教える,0.10524935356758292,0.09008857592066909,0.1116167736223845,0.10897369024630221,0.10780315017812118,0.1071447313254949,0.09792009281260647
228,死去,0.07706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
229,買い物,0.00365813340795677,0.0,0.003955512258639333,0.0,0.0035425191652316804,0.0,0.017697636171320173
230,袋,0.005682159438102595,0.0,0.0,0.017995754452219837,0.0,0.0,0.0
231,入る,0.01237077039918977,0.004404943698176765,0.010701137111374805,0.02089546871876791,0.0,0.01284048113317793,0.00478787117402767
232,食パン,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
233,烏,0.005682159438102595,0.0,0.0,0.005998584817406612,0.0,0.0,0.0
234,食べる,0.004948308159675908,0.004404943698176765,0.002675284277843701,0.02089546871876791,0.0,0.005136192453271172,0.026333291457152186
235,裏切り,0.01463253363182708,0.0,0.19777561293196663,0.04634214951563178,0.0,0.0075940610797518735,0.0
236,友,0.004498180109983779,0.0,0.0,0.009497345228566574,0.017424065741967382,0.0,0.0
237,怪我,0.009896616319351816,0.013214831094530295,0.002675284277843701,0.0052238671796919775,0.007187877478578016,0.002568096226635586,0.0
238,自身,0.002474154079837954,0.006607415547265147,0.010701137111374805,0.0052238671796919775,0.011979795797630026,0.002568096226635586,0.0
239,必要だ,0.0030065425640694934,0.0026763997498824984,0.009752855876522219,0.0031739694695607336,0.0029115216605098844,0.0,0.0
240,感じる,0.006072078090437476,0.01081062911048029,0.021885641886742056,0.027777607317684878,0.045081317347214316,0.012605262508881753,0.007833607425008517
241,最初だ,0.00901962769220848,0.008029199249647494,0.0032509519588407396,0.0,0.0,0.009362097547108112,0.0029090626556569125
242,買う,0.015032712820347467,0.0,0.0,0.006347938939121467,0.0029115216605098844,0.009362097547108112,0.005818125311313825
243,愛車,0.005682159438102595,0.00505821214064101,0.0,0.0,0.0,0.0,0.0
244,廃車,0.007706185468248421,0.0,0.0,0.0,0.0,0.0,0.0
245,転校,0.017046478314307785,0.00505821214064101,0.0,0.0,0.0,0.0,0.0
246,別れる,0.04389760089548125,0.0,0.011866536775917999,0.007723691585938629,0.0,0.0037970305398759368,0.0
247,冷たい,0.01136431887620519,0.0,0.006144076447313538,0.0,0.0,0.0,0.0
248,足,0.006013085128138987,0.005352799499764997,0.006501903917681479,0.0031739694695607336,0.0,0.0031206991823693707,0.0
